fullName,description,url,stars,size,language,pushedAt,forks,openIssues,commitCount,license,topics,watchersCount,hasIssuesEnabled
ivangfr/spring-data-jpa-relationships,The goal of this project is to study the JPA relationships: one-to-one; one-to-many / many-to-one; and many-to-many.,https://github.com/ivangfr/spring-data-jpa-relationships,38,394,Java,Sun Jun 07 23:27:27 CST 2026,15,0,31,MIT License,many-to-many|many-to-one|one-to-many|one-to-one|spring-boot|spring-data-jpa|java|mapstruct|postgresql|springdoc-openapi,1,true
teixeira-fernando/EcommerceApp,QA Strategy for microservices with Synchronous and Asynchronous communication,https://github.com/teixeira-fernando/EcommerceApp,38,574,Java,Tue Jun 16 11:05:08 CST 2026,6,13,402,Apache License 2.0,spring-boot|microservices|java|test-automation|pact-broker,2,true
Suwayomi/Suwayomi-VaadinUI,A simple Client for Suwayomi written in Java with Vaadin,https://github.com/Suwayomi/Suwayomi-VaadinUI,37,7784,Java,Sat Jan 10 11:09:33 CST 2026,2,0,848,Mozilla Public License 2.0,desktop|manga|tachidesk|tachiyomi|ui|spring-boot|vaadin|suwayomi,1,true
huseynovvusal/spring-blog-api,🤓 A RESTful blog API built with Java Spring Boot including features like JWTs; Spring Security; and more. 🌱 Perfect for learning; and we especially appreciate contributions from beginners!,https://github.com/huseynovvusal/spring-blog-api,37,292,Java,Mon Jun 15 07:14:08 CST 2026,40,18,122,MIT License,java|jdbc|jpa|spring-boot|spring-security|postgresql|gradle|servlet|jjwt|open-source,4,true
tdilber/spring-data-dynamic-query,Unified Object base Dynamic Query for Sql; MongoDb; Elasticsearch with Auto Join; Auto Projection and so many advanced feature. ,https://github.com/tdilber/spring-data-dynamic-query,37,603,Java,Mon Nov 17 13:41:06 CST 2025,3,1,114,Apache License 2.0,jpa|jpa-criteria-api|jpa-hibernate|spring-data-jpa|java|spring-boot|spring-data|spring-data-elasticsearch|spring-data-mongodb,3,true
jafarbekyusupov/bank-asset-management-api,backend for bank asset management system (web platform + mobile app),https://github.com/jafarbekyusupov/bank-asset-management-api,37,159,Java,Tue Mar 24 16:58:33 CST 2026,4,2,34,MIT License,flyway|gemini-api|java|minio|resend-email-api|spring-boot,0,true
Programming-With-Love/coffee-spring,:coffee: spring 5.x / spring boot 2.x的restful启动器，节省一杯咖啡的时间，更多的约定，更快的开发,https://github.com/Programming-With-Love/coffee-spring,37,818,Java,Fri Sep 12 11:49:44 CST 2025,4,3,219,MIT License,spring-boot|spring-boot-starter|spring|restful,1,true
mmushfiq/springboot-sqlite-mini-website,Spring Boot + Spring Data + Sqlite + EL (mini website),https://github.com/mmushfiq/springboot-sqlite-mini-website,36,1445,Java,Sat Jul 19 19:25:56 CST 2025,13,6,10,Apache License 2.0,spring-boot|spring-data-jpa|sqlite|jstl|bootstrap|slf4j-logback|pagination|send-email|facebook-comments-plugin,1,true
ivangfr/axon-springboot-websocket,The goal is to play with Axon. We implemented a food-ordering app that consists of 3 Spring Boot apps: customer-; restaurant-; and food-ordering-service. These services were implemented with CQRS and Event Sourcing using the Axon Framework. The services are connected to axon-server; which serves as the Event Store and Message Routing solution.,https://github.com/ivangfr/axon-springboot-websocket,36,11527,Java,Sun Jun 14 12:01:46 CST 2026,11,0,91,MIT License,axon|spring-boot|cqrs|event-sourcing|websocket|docker|java|thymeleaf|axon-server|mongodb,1,true
TechMentors-LLC/charity_hub,Charity Hub — modular Spring Boot backend for nonprofit workflows with MongoDB; Firebase auth; and production-ready observability.,https://github.com/TechMentors-LLC/charity_hub,36,2384,Java,Sun May 31 13:23:40 CST 2026,11,11,139,Apache License 2.0,docker|firebase|gradle|java|modulith|mongodb|observability|opentelemetry|prometheus|spring-boot,1,true
Angular2Guy/MovieManager,This project shows howto use Angular 21 and Spring Boot 4 and Jpa with a Maven build in clean architecture. For development/production the H2/Postgresql databases are used. The databases are managed with Liquibase. Standalone Components are used with Angular. The Docker image uses the AOT cache of project Leyden.,https://github.com/Angular2Guy/MovieManager,36,6123,Java,Mon Jun 15 12:35:24 CST 2026,24,5,840,Apache License 2.0,angular|spring-boot|jpa|java|typescript|liquibase|maven|clean-architecture|archunit|kubernetes,1,true
artivisi/balaka,Open-source accounting application for Indonesian SMEs. Spring Boot 4 + Thymeleaf + PostgreSQL. Tax-compliant (PPN; PPh; Coretax); payroll; inventory; production; bank reconciliation; invoicing.,https://github.com/artivisi/balaka,36,18733,Java,Tue Jun 16 00:09:36 CST 2026,14,0,987,Apache License 2.0,accounting|erp|htmx|indonesia|inventory|open-source|payroll|postgresql|small-business|spring-boot,4,true
linux-china/xtermjs-spring-boot-starter,Web terminal to manage your Spring Boot app,https://github.com/linux-china/xtermjs-spring-boot-starter,36,630,Java,Mon Jan 26 15:50:24 CST 2026,6,4,309,Apache License 2.0,xtermjs|spring-boot|rsocket|spring-shell,2,true
Longwater1234/WedemyServer,Udemy Clone. (Backend) Springboot 3; Java; Spring Session; Braintree Payments; PayPal; MySQL 8; Hibernate; Redis; Google OAuth,https://github.com/Longwater1234/WedemyServer,36,2040,Java,Sun Jun 14 18:42:57 CST 2026,20,7,722,MIT License,mysql|spring-boot|springsecurity|redis-cache|java|e-learning|udemy|hibernate|braintree|paypal,3,true
ved-asole/eKart-ecommerce-backend,EKart - An E-commerce Appliction Backend,https://github.com/ved-asole/eKart-ecommerce-backend,35,3810,Java,Mon Jun 08 14:23:09 CST 2026,23,5,314,Apache License 2.0,java|maven|postgres|spring|spring-boot|spring-data-jpa|spring-security|swagger|java-ecommerce|java-ecommerce-website,1,true
tomdesair/tus-java-server-spring-demo,Tus Java server demo with asynchronous and resumable file uploads in Spring Boot,https://github.com/tomdesair/tus-java-server-spring-demo,35,35,Java,Sat Jun 13 13:39:38 CST 2026,17,0,18,MIT License,spring-boot|tus|tus-protocol|java|uppy|file-upload|resumable|spring|resumable-upload,1,true
spring-petclinic/spring-petclinic-ai,Spring Petclinic application with a chatbot powered by OpenAI's Generative AI and the Spring AI project,https://github.com/spring-petclinic/spring-petclinic-ai,35,12030,Java,Fri Dec 26 10:53:28 CST 2025,30,2,1055,Apache License 2.0,chatbot|llm|openai|spring-ai|spring-boot,2,true
davidgracemann/FlossPay,The Linux Kernel Of Payments Infrastructures ;  Enterprise Payments Aggregator for immutable reliability and forensic auditability. Rooted in Linux principles Of Community . No vendor lock-in—governance; code; and ledger all verifiable. Implements: idempotency; distributed retries; circuit-breaker,https://github.com/davidgracemann/FlossPay,35,291,Java,Sat Apr 18 08:50:13 CST 2026,7,23,79,MIT License,distributed-systems|microservices|payment-gateway-integration|payments-platform|spring-boot|upi-integration|cloud-native-engineering|enterprise-architecture|infrastructure-as-code|linux,0,true
mzivkovicdev/spring-crud-generator,Generate production-ready Spring Boot backend boilerplate from a single YAML or JSON spec.,https://github.com/mzivkovicdev/spring-crud-generator,35,2538,Java,Tue May 12 14:24:35 CST 2026,2,3,1025,Apache License 2.0,api|docker|generator|graphql|java|maven-plugin|nosql|rest|rest-api|spring-boot,0,true
lujiafa/houtu-admin,Enterprise-level permission management system based on Houtu framework; with frontend-backend separation (Vue 3 + Spring Boot). Supports menu/role/user/organization/position permission control; MFA two-factor authentication; multiple layout modes; and Chinese/English internationalization.,https://github.com/lujiafa/houtu-admin,34,556,Java,Mon Jun 08 01:34:39 CST 2026,2,0,34,MIT License,admin-system|element-plus|enterprise|i18n|java|mfa|mybatis-plus|permission-management|redis|spring-boot,4,true
smitroy4/jwt-spring-boot-starter,Reusable JWT authentication starter for Spring Boot featuring auto-configuration; Spring Security integration; JWT authentication filters; protected route handling; and plug-and-play backend security infrastructure.,https://github.com/smitroy4/jwt-spring-boot-starter,34,25,Java,Fri May 22 22:09:53 CST 2026,1,0,14,MIT License,authentication|backend|java|jwt|maven|opensource|security|spring-boot|starter,0,true
YuBing-link/noveltrans,AI-powered SaaS translation platform for web novels — batch translate with RAG memory; multi-agent collaboration; Stripe billing; Chrome extension & REST API. Java 21 + React 19 + Python.,https://github.com/YuBing-link/noveltrans,34,4213,Java,Wed Jun 03 07:33:27 CST 2026,1,0,198,MIT License,chrome-extension|java-21|multi-agent|openai|rag|react|redis-stack|saas|spring-boot|stripe,1,true
bratkartoffel/security-jwt,Spring Boot Addon to add JWT based security,https://github.com/bratkartoffel/security-jwt,33,3340,Java,Fri Jun 12 04:44:28 CST 2026,12,2,1571,MIT License,spring-boot|jwt|jwt-token|security|spring-security,2,true
felleslosninger/efm-asic,Generic implementation of ASiC-E archives in accordance with ETSI 102 918 v1.3.1.,https://github.com/felleslosninger/efm-asic,33,2548,Java,Wed May 27 06:34:13 CST 2026,27,14,246,Mozilla Public License 2.0,eformidling|java|library|spring-boot|team-eformidling,19,true
KillerTwo/XunLuAdmin,基于spring-boot、spring-security、react、antd、antd-pro的中后台管理系统,https://github.com/KillerTwo/XunLuAdmin,33,419430,Java,Wed Mar 04 13:30:59 CST 2026,6,2,75,MIT License,spring-boot|spring-security|jwt|mybatis|antd-design-pro|antdesign|react,1,true
robinhood-jim/JavaFramework,Spring based Simple Java Framework; For rapid develop Spring boot or spring config application;Support and integrate with HDFS/Local/FTP/AWS/COS/OSS FileSystem Accessors.Custom ORM Solution;can merge JPA and mybatis or mybatisplus.Weka and spark mlib based dataming project,https://github.com/robinhood-jim/JavaFramework,33,8211,Java,Fri May 01 21:17:47 CST 2026,3,8,606,Other,metadata-management|javaframework|bigdata|dataming|cloudstorage|spring-boot|weka,2,true
ralscha/eds-starter6-jpa,Ext JS 6 demo application with Java 8; Spring Framework; Spring Boot; JPA (Hibernate),https://github.com/ralscha/eds-starter6-jpa,33,750,Java,Sun May 31 07:45:04 CST 2026,25,0,172,Apache License 2.0,extjs6|jpa|spring-boot|java-8|extjs,13,true
wimdeblauwe/jpearl,JPA Early Primary Key Library,https://github.com/wimdeblauwe/jpearl,33,120,Java,Mon Jan 26 15:50:01 CST 2026,3,1,38,Apache License 2.0,jpa|hibernate|spring-boot,2,true
ralscha/spring4ws-demos,WebSocket examples with Spring 4,https://github.com/ralscha/spring4ws-demos,32,1000,Java,Sun May 31 07:44:30 CST 2026,19,0,244,Apache License 2.0,spring|websocket|java|spring-mvc|spring-framework|spring-boot,6,true
badass-techie/eShopOnSteroids,Cloud-native online shop powered by Java 17; Python 3; containers; and Kubernetes 🐋⚓,https://github.com/badass-techie/eShopOnSteroids,32,6406,Java,Tue Feb 03 05:27:00 CST 2026,15,0,98,MIT License,api-gateway|circuit-breaker|event-driven|kubernetes|microservices|redis|spring-boot|spring-cloud|terraform|zipkin-sleuth,2,true
semaphoreci-demos/semaphore-demo-java-spring,A Semaphore demo CI/CD pipeline using Java Spring.,https://github.com/semaphoreci-demos/semaphore-demo-java-spring,32,1191,Java,Mon Jan 26 15:42:39 CST 2026,175,2,54,MIT License,continuous-integration|continuous-delivery|cicd|java|spring-boot|junit|jmeter|maven|semaphoreci|docker,4,true
raedbh/spring-outbox,A Spring-based implementation of the transactional outbox pattern.,https://github.com/raedbh/spring-outbox,32,593,Java,Thu Dec 04 15:49:10 CST 2025,3,3,83,Apache License 2.0,change-data-capture|debezium|spring-boot|outbox-pattern|ddd|event-driven|eda|microservices|monolith|spring-data,1,true
infobip/infobip-openapi-mcp,Infobip OpenAPI MCP is a framework for exposing OpenAPI documented HTTP APIs as MCP servers. It is based on Spring AI and made to run as a Spring Boot application. It is powering Infobip's own MCP servers; and you can use it to implement your own MCP servers.,https://github.com/infobip/infobip-openapi-mcp,32,1365,Java,Mon Jun 15 04:38:19 CST 2026,7,0,116,MIT License,ai-agents|infobip|mcp|openapi|spring|spring-ai|spring-boot|swagger,1,true
arun-gupta/docker-kubernetes-hello-world,Docker & Kubernetes Hello World,https://github.com/arun-gupta/docker-kubernetes-hello-world,31,26,Java,Thu Oct 16 12:09:06 CST 2025,165,4,19,Apache License 2.0,docker|kubernetes|container|hello-world|spring-boot|java,2,true
excalibase/excalibase-graphql,Excalibase GraphQL instantly turns your database into a GraphQL API. Built with Spring Boot; it supports schema discovery; subscriptions; and type handling — no manual resolvers needed.,https://github.com/excalibase/excalibase-graphql,31,2913,Java,Mon Jun 15 08:08:02 CST 2026,1,2,351,Apache License 2.0,api|graphql|graphql-server|java|postgres|postgresql|spring|spring-boot|springboot|sql,3,true
TulevaEE/onboarding-service,Backend Onboarding Service for Tuleva,https://github.com/TulevaEE/onboarding-service,31,21134,Java,Tue Jun 16 08:37:31 CST 2026,8,17,4285,MIT License,java|spring|spring-boot|pension|funds|tuleva|postgresql|spock|gradle|groovy,6,true
jcalvopinam/example-envers,Auditing with Hibernate Envers and Spring Data JPA,https://github.com/jcalvopinam/example-envers,31,382,Java,Sun May 17 19:35:25 CST 2026,22,0,71,MIT License,java|spring-boot|audit-table|spring-data-jpa|hibernate-envers|envers|auditory-tables,1,true
BjoernKW/Schematic,A database management UI for Spring Boot,https://github.com/BjoernKW/Schematic,31,814,Java,Wed Jun 10 06:15:59 CST 2026,5,0,470,MIT License,database|database-management|spring|spring-boot|jdbc|jdbc-template|java|jpa|spring-data|spring-data-jpa,1,true
Angular2Guy/AIDocumentLibraryChat,A project to show howto use SpringAI with Ollama to chat with the documents in a library. Documents are stored in a normal/vector database. The AI is used to create embeddings from documents that are stored in the vector database. The vector database is used to query for the nearest document. That document is used by the AI to generate the answer.,https://github.com/Angular2Guy/AIDocumentLibraryChat,31,4827,Java,Mon Jun 15 23:55:57 CST 2026,13,0,468,Apache License 2.0,angular|angular-material|java|liquibase|postgresql|spring-boot|typescript|gradle|ai|chatgpt,5,true
openquartz/easy-event,分布式的，可靠的，实时的，可扩展的; 易用的，轻量级的 基于本地消息实现的EventBus事件总线.轻量级最终一致性解决方案（Distributed; reliable; real-time; scalable; easy-to-use; lightweight; EventBus event bus implemented based on local messages),https://github.com/openquartz/easy-event,31,4431,Java,Wed Apr 29 09:08:54 CST 2026,10,0,190,Apache License 2.0,event-driven|eventbus|spring-boot|ddd|guava-event-bus|kafka|rocketmq|disruptor,1,true
y0ngb1n/spring-boot-samples,🍄 Samples for Spring Boot.,https://github.com/y0ngb1n/spring-boot-samples,31,337,Java,Wed Sep 24 19:05:01 CST 2025,14,0,56,MIT License,spring-boot|swagger2|mybatis-plus|lombok|kotlin|thymeleaf|url-shortener|graphql|multi-datasource|spring,0,true
coherence-community/coherence-spring,Coherence Spring Project,https://github.com/coherence-community/coherence-spring,31,959631,Java,Tue Jun 16 01:21:31 CST 2026,23,20,933,Universal Permissive License v1.0,coherence|spring|spring-boot|java,13,true
ivangfr/web-reactive-jvm-native-cds-aot-virtual-threads,In this project; we’ll create six apps using Spring Boot; Quarkus; and Micronaut. For each framework; one app will use blocking Web with Tomcat; and the other will use non-blocking Reactive with Netty. We’ll build both JVM and Native Docker images. For Spring Boot; additional images will test configurations with Virtual Threads; CDS; and AOT,https://github.com/ivangfr/web-reactive-jvm-native-cds-aot-virtual-threads,31,213,Java,Tue Apr 21 15:07:20 CST 2026,14,0,53,MIT License,aot|cds|docker|graalvm|jvm|native|spring-boot|virtual-threads|java|micronaut,1,true
